DRUG,NDC
VICOdin,406035762
Hydrocodone-Acetaminophen (5mg-500mg),406035762
Aspirin ,17714001110
Carbamazepine ,51079087020
Carbamazepine Chewable Tabs,83005232
cilos,51079042420
cilostaz,51079042420
Cilostazol,59148000235
Fentora,63459054128
mucinex,63824000840
Guaifenesin LA,63824000840
*NF* Guaifenesin LA,63824000840
Isosorbide Dinitrate,258361301
lansoprazole,781573413
Lansoprazole,781573413
Carnitor,64980013009
L-Carnitine,50383017290
Lithium Carbonate,32449201
Concerta,83001630
Micro-K,245004101
ZYPREX,2445385
Olanzapi,2445385
OLANZapine,2445385
zydis,2445385
Ond,62756035664
ZOFRAN ODT,62756035664
Paxil Cr,29320713
Paroxetine HCl,29320713
*NF* Paroxetine CR,29320713
Risperidone,50458060128
Risperidone (Disintergrating Tablet),50458039530
valgan,4003822
Atorvastatin study drug,54569446601
Divalproex Sodium,74382611
Divalproex (EXTended Release),74382611
LaMICtal,173064255
LaMICtal XR,173075600
lamoTRIgine,173075600
Lithium Carbonate,7401020
Lithium Carbonate,54002025
Mycophenolate ,378447201
Niacin ,182441801
Olanzapine (Disintergrating Tablet),2445485
Carbidop,56060128
Carbidopa-Levodopa,904771961
Vera,51079086920
Verapa,172428010
Calan SR,172428010
Verapamil SR,172428000
Zyflo CR,68734071010
Zyflo,68734071010
Citracal + D,16500053504
Etravirine 100mg tablet,59676057001
carbidopa-levodopa,91334201
Paroxetine HCl,29320613
*NF* Nitroglycerin Ointment,168003830
Epsom Salt,24385080701
polysporin,24208055555
Crinone,44087081808
Bacitracin,49452080001
artif,11980002515
ARTIFI,11980002515
artificial,11980002515
Artificial Tear Ointment,11980002515
Cromolyn,17478029111
Muro 128,24208027715
Trifluridine 1% Ophth Soln.,61314004475
Homatropine HBr,998031105
Xalatan,13830304
Pilocarpine 2%,998020415
Prednisolone Acetate,61314063705
timolol,6336703
Sulfacetamide 10% Ophth Soln.,11980001105
Cortisporin,61570003310
Cortisporin Otic Susp,173019892
Neomycin-Polymyxin-HC Otic Susp,61570003310
Neomycin-Polymyxin-HC Otic Susp,24208063562
Gentamic,24208058060
Ofloxacin,63395010105
Tetracaine HCl,65074112
travoprost,65026625
*NF* Salmeterol-Fluticasone,173069700
Brinzolamide,65027510
Iloperidone,43068011304
Clonidine ,597003334
Clonidine TTS,597003334
Clonidine TTS 1 Patch,597003334
Estraderm,52544047108
Estradiol Transdermal Patch,52544047108
Fentanyl,781710955
Duragesic,781711155
Fentanyl,781711255
fentaNYL,781711355
Testosterone ,54868370400
Ethyl Chloride,247108052
Neo-Synephrine,24135301
sodium,256015201
Anusol Suppository,71108813
Hydromorphone,74245107
Mesalamine (Rectal),32192824
Aspirin (Rectal),574703412
Aspirin,59741030912
Belladonna-Opium,574704512
Belladonna & Opium (16.2/30mg),574704512
Biscolax,574705050
Bisacodyl (Rectal),574705050
Indomethacin,6015030
Morphine Sulfate,54877605
Morphine Sulfate,574711212
Promethazine HCl,8021201
Terconazole 80mg Vag. Supp,62535101
Acetaminop,713016550
Acetaminophen ,713016550
dibucaine,168004631
tuck,71307513
anusol,10631040701
anusol,61570031311
Anusol-HC,61570031311
Bacitracin  ,168002638
Bacitracin Ointment,48102000735
Bacitracin Ophthalmic Oint,48102000735
Bactroban,29152725
Critic-Aid,11701005032
Critic-Aid Clear AF,11701005032
lidoc,168020437
Lidocaine Ointment 5%,168020437
micon,168014231
Miconazole Powder 2%,168014231
Miconazole Nitrate (Combo Pack),472073041
Terbinafine 1% Cream,51672208001
Bacitracin,168001131
Clotrimazole 1% Vaginal Cream,51672200306
zinc oxide,74300000068
Lidocaine-Prilocaine,186151503
Gentamicin 0.3% Ophth. Ointment,17478028435
Metronidazole 0.75%,299383545
Accuzyme,64100001
ACCUZYME,64100001
Papain-Urea,64100001
Terconazole 0.4% Vag. Cream,62535001
Tobramycin 0.3% Ophth Ointment,65064435
Artificial ,23031204
BenGay,74300000533
Clobetasol Propionate,472040115
Lidocaine ,17478071110
Sodium Fluoride 1.1% (Dental Gel),60258015101
Fluocinolone 0.025% Cream,168006015
Fluocinolone Acetonide 0.025% Cream,168006015
Fluocinolone Acetonide 0.025% Cream,168006060
Protopic,469520230
tacrolimus,469520230
Tretinoin 0.05% Cream,62017512
Diprosone,168005515
Betamethasone Dipro 0.05% Cream,168005515
Betamethasone Dipro 0.05% Cream,51672127406
Betamethasone Dipro 0.05% Oint,472038115
Calcipotriene,72026006
eryth,24208091019
Tacrolimus,469520130
Triamcinolone Acetonide 0.1% Ointment,168000680
betamethasone,168004046
Proplex,944058101
Factor IX Complex,944058101
NEO*IM*Dt & Acellular Pertussis,49281028605
Botulinum Toxin Type A,23114501
Botulinum Toxin Type B,23114501
Epi,42023012225
Heparin ,409115170
hepar,409115170
Heparin flush,409115170
Heparin Flush Port ,409115170
Heparin Flush,74115170
Heparin Flush (10 units/mL),409115170
NEO*IV*Penicillin G Potassium,49052083
Sterile Water,74488710
Sterile Water,63323018510
Albuterol,49502069724
albuter,50383074120
Albuterol,50383074120
albut,54569198900
albute,50383074120
Albuterol ,50383074120
Miacalcin,78031190
Cocaine HCl,54315440
Cocaine 4% Soln,54315440
Glucagon Emergency,55390000401
glyco,517460525
Hydrocortisone,74567102
Hep,74115112
Heparin ,74115112
Heparin ,17191003500
Heparin Flush,17191003500
Heparin (Porcine),63323054011
Heparin Flush (1000 units/mL),641244045
Heparin Flush CVL  (100 units/ml),17191003500
Heparin Flush (1000 units/ml),74115112
Hepatitis B Vaccine,54569364400
Humulin,2871501
Magnesium Sulfate Replacement (Critical Care and Oncology),517260225
Menomune,49281048901
"meningococcal vac A,C,Y,W-135",49281048901
MENINGOcoccal Conj Vaccine (Menomune),49281048901
Morphine,641607325
Multivitamin,66591018442
Phentolamine Mesylate,54569470200
Pralidoxime Chloride,46037406
Varicella Virus,6482700
Varicella Virus Vaccine,6482700
Piperacillin-Tazobactam,206885416
Acetylcysteine ,61703020431
NEO*IV*CefazoLIN,781345196
Chloroprocaine 2%,74416901
Dexame,641036725
Digoxin Immune Fab,50633012011
Enfuvirtide,4038039
Glatiramer,88115330
Liothyronine Sodium,7521006
Methylene,517031010
Methylprednisolone,9011319
sodium,409662502
sodium bic,74662502
sodium Bica,409662502
Famotidine (IV),10019004502
rocuro,52045015
rocuronium,703239403
*NF* Rocuronium Bromide,52045015
Thrombin,52604710403
Vecuronium Bromide,703292503
Vecuronium Bromide,10019048202
Acthar H.P.,63004773101
Albumin 5% ,52769045050
alb,944049101
album,944049101
Albumin 5% (,944049101
Albumin 5% (25 g),944049101
Albumin 25% (12.5gm),944049101
Albumin 5%,68516521102
Albumin 5% (12.5g / 250mL),68516521102
Albumin 5% (12.5 g),52769045050
Bupivacaine 0.50%,186103401
CeftriaXONE,4196301
Ceftaroline,456060010
Diltiaz,10019051002
Dopamine,517180525
Fosaprepitant,6394132
lantus,88222033
Hepatitis B Vaccine,58160082011
HUMALOG,2751001
HYDROmorphone-HP,409263450
1,409427601
Lidocaine 0.5% Mpf,186013701
Lidocaine 2%,74318301
Medroxyprogesterone Acetate,9074635
Methylprednisolone Acetate,9307301
Methylprednisolone Acetate,703003104
Propofol (Diprivan),54569407300
Telavancin *NF*,469352530
Thiopental Sodium,74332901
Trimethobenzamide,61570054120
acetylcys,87057007
NEO*IM*Hepatitis B Vaccine,49281054505
Aripiprazole,59148001665
Lidocaine,409427501
Lidocaine 1% (Buffered),409427902
Propofol,63323029730
Aggrastat,6371350
Albumin 25% (12.5g / 50mL),44206025110
Cyclosporine,23916332
*NF* Cyclosporine,23916332
1,409427001
Lidocaine 1%,186011291
Methylpre,9011312
Coenzyme Q10 Study drug,10939003722
Coenzyme Q10 study drug,10939003722
Clofarabine or Placebo (*IND*),58468010001
Castor Oil,54813104
Mucinex,121174410
Robitussin Chest Congestion,121174410
Kaolin/Pectin,54848204
Morphine Sulfate IR,54023755
mu,50383068304
mul,50383068304
MultiVi,50383068304
MULT,50383068304
Multivit,50383068304
Multivi,50383068304
multivi,50383068304
Multivita,50383068304
Nys,472500360
nystat,472500360
Gentamicin,50962025160
NEO*IV*Phenobarbital,121053107
Sirolimus,8103007
bactr,472128416
Sulfame,55045122403
Sulfameth/Trimethoprim ,472128416
Sulfameth/Trimethoprim SS,55045122403
Bicitra,121059530
Sod Citrate-Citric Acid,802396216
Peridex,50962080060
Lansoprazole ,300304613
Heparin,300304613
Lidocaine ,54850016
Maalox,121176130
Oxycodone,66591091332
OxycoDONE ,66591091332
Theophylline (Oral Solution),54884504
valpro,74568216
valpr,74568216
valproate,74568216
Docusate Sodiu,121054410
Docusate Sodi,121054410
Ferrous Sulfate (Liquid),54828104
PER,54092041808
Lithium ,54352763
MAGNESIUM SULFATE,74407532
ACETAMINOPHEN,45050130
POTASSIUM CHLORIDE,338070341
PHENYLEPHRINE HCL,74180001
Ribavirin,187000714
Alum Ammonium,17317001801
Prelone,60432021208
Aminocapr,409434673
Gemcitabine,781328379
fentaNYL citrate (PF),10019003867
Heparin CRRT,63323026201
Heparin Flush (1000 units/mL),63323026201
Afrin,182144464
Aldesleukin,65483011607
Arsenic Trioxide *NF*,63459060010
Cytarabine Liposome,57665033101
Dexamethasone Oral Soln (0.1mg/1mL),54317763
Doxil,17314960001
Droperidol,74118701
Emtricitabine-Tenofovir (Truvada),61958060201
prednis,60432021208
Propranolol,143987201
Selenious Acid,469882030
Prograf Suspension,469065711
Temsirolimus,8117901
Thiotepa,55390003010
Trimethoprim Oral Soln,13551050105
ValGANCI,4003909
ValGANCIcl,4003909
Aminocap,61748004416
Aminocaproic Acid 25% Oral Rinse,61748004416
Irinotecan,9752901
Desmopressin Acetate,55566504001
Fosphenytoin,71400810
Lithium Oral Solution,54352763
PACLItaxel (TaxOL),63323076350
Promethazine,54569104600
Romiplostim,55513022101
Tacr,469065773
Tacrolimus ,469065773
Tranexamic Acid,13111410
Tyvaso,66302020603
Bupivacaine 0.25%-Epinephrine,409904202
Guaifenesin-CODEINE Phosphate,54868476800
Novolin R,169183311
Amoxicill,29609039
Ergocalciferol,91415060
*NF* Cefotaxime,39001910
Cefuroxime Sodium,173040000
Digoxin Elixir,173026427
NEO*PO*Digoxin Elixer,173026427
Hep,74115170
Heparin Flu,74115170
Insulin Regular Pork (Iletin II),2821101
Amino Acids 3.5%,74298905
Morphine Sulfate (PF),186115002
Bupivacaine 0.1%,186103301
Boniva,4018809
Magnesium Sulfate in D5W,74407532
Potassium Chloride,74407532
Milrinone,24120006
Sodium Bicarbonate,74660902
regular insulin,2821501
Atropine Sulfate,63323023420
Erythromycin,472097716
Heparin ,63323054031
Lindane Shampoo,536127096
Milrinone Lactate,63323061710
Mivacurium Chloride,74436510
Pancuronium Bromide (NICU),10019028001
Penicillin V Potassium,93519974
Prednisolone,59439045502
PACLItaxel,55390011405
Calcium Chloride Oral Soln,186116502
Diphenhydramine HCl,904517416
Methotrexate Sodium P.F.,55390003410
NiCARdipine,67286081203
Phenylephrine 2.5 %,364737672
Posaconazole,85132801
Promethazine HCl,54569104600
Heparin,641041025
NEO*IV*Epoetin Alfa,59676031001
~<IND> Rituximab,50242005121
EpiPen,74724101
Epinephrin,74724101
epinephrine,74724101
Methylene,517030110
Lidocaine 1% P,409471332
Carboprost Tromethamine,9085608
Neostigmine,187310130
Ascorbic Acid,409339732
Albumin 25% ,67467064301
Sterile Water,338001308
Sodium Chloride 0.9 % or No Intervention,338004903
Magnesium Sulfate (OB),74672903
Morphine Infusion ? Comfort Care Guidelines,61553018352
Peppermi,395224391
*NF* Butorphanol Tart. Nasal,87565041
miacal,60505082306
Clindamycin,168020130
Lidocaine,54350547
Nystatin Ointment,64065001
Orange Oil,17317038904
Pramoxine,496074804
Activated,574012008
Dakins,436094616
CARMOL 40,10337065010
Azelastine,37024130
eryth,74636902
kaol,677053333
Acular LS,23218105
Ketorolac Tromethamine,23218105
Lidocaine Viscous,54350049
Acetic Acid 0.125% Irrig. Soln,74614309
Aspirin Desens,904404073
Charcoal Aqueous (Activated),52604800206
Lactulose Enema,60432003864
NEO*PO*Prednisolone Syrup,53014025001
Nystatin Oral Susp (Self Med),472132002
*nfFloxin,11980077905
*NF* Ofloxacin 0.3% Ophth Soln,11980077905
Renacidin,327001105
Vancomycin ,63323022110
Cetacaine,10223020101
Cromolyn Sodium,9770901
Loxapine Succinate,52544049401
Thiothixene,51079058620
atomoxetine,2322930
Evoxac,63395020113
cevimeline,63395020113
clomi,781202701
Clomipramine HCl,781202701
Propoxyphene,603545921
Hectorol,64894082550
Nexium 40mg capsules,186502031
Flutamide,172496058
Lansop,300304613
Nicardipine,4018301
Nicardipine HCl,49884049901
Nicardipine,4018401
omeprazole,51079000720
Prilosec,186074382
Theophylline SR,55289078860
*NF* Sunitinib,69077038
Sunitinib,69098038
flomax,597005801
Zonegran,62856068010
Amphetamine-Dextroamphetamine,54092038101
AMOXicillin Oral Susp.,93310793
Ampicillin Sodium,54569241100
Anagrelide HCl,54092006301
Balsalazide,65649010102
celecoxib,25152031
Pradaxa,597013560
Phenytoi,71036940
Phenyt,71036940
Docusate ,63739008901
Zarontin,71023724
Gabapentin,172438310
Gleevec,78040105
Kaletra,74395977
Mexiletine HCl,597006861
Mycophenolate ,4025901
MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPS ,4025901
MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPSULE,4025901
Polysaccharide Iron Complex,10267146501
Ramipril,39010411
Ritonavir (Oral Solution),74663322
Tacrolimus (Self Med),781210401
diltiazem,456261263
diltiazem,456261390
diltia,456261490
Diltiazem,456261563
Tretinoin (Chemotherapy),4025001
HYOS,91353701
Levocarnitine,54391005009
Prop,46047181
Propranolol HCl,46047199
Venlafax,8083303
Vitamin E,904027760
Tocopheryl,536480101
*NF* Diltiazem SR,88177947
Disopyramide CR,25273231
Disopyramide Phosphate,25273234
Disopyramide Phosphate,25274234
Nicoti,904062960
Nicot,536407701
Niac,536407701
Ipratropium Bromide ,597008214
Albuterol,173068254
albuter,173068254
ProAir HFA,17270072101
albuterol,59930156001
Pulmicort Flexhaler,186091542
Ipratropium Bromide MDI,173049400
Maxair,89081521
Maxair Autohaler,89081521
Albuterol MDI,59310057920
Albuterol Sulfate,59310057920
Dermagran Ointment,25382012634
Urea-C40,884044904
sodium chloride,517293025
Miconazole Nitrate (Dual-pak),472173803
Antihemophilic Factor,26066420
Baclofen,58281056301
Nicotine Polacrilex,766150020
Cepacol,68021217
Actiq,63459050430
Epin,49502050001
Epineph,49502050001
Epinephrin,49502050001
Epinephrine Auto Injector,49502050001
Aveeno Colloidal,24385013395
neutr,60258000601
Phosphorus,60258000601
fosfomycin tromethamine,456430008
Questran,49884046565
potassiu,456066270
pota,456066270
K-DUR,456066270
Polyethylene Glycol 3350,52268080005
AndroGel,7315613
Metamucil Smooth Texture,37000002404
Pneumococcal 7-Valent,5230933
Tetanus,49281080083
dextrose,409490234
dextrose,74490223
Furosemide,74490223
Methadone HCl,54355663
Morphine Sulfate (1-5mg),74176230
sod,409663734
sodium bica,409663734
sodium bicar,74663722
cephalexin,68180012401
Dexamethaso,60432046608
megest,49884090738
mega,49884090738
Morphine,66479056012
Morphine Concentrate,66479056012
Forteo,2897101
Morphine ,338268975
Lorazepam 2 mg syringe ,409198530
Fentanyl PCA,74909461
Hep,64253033335
hepar,64253033335
Heparin CRRT,64253033335
hydromorphone,74233411
HYDROmorphone ,74233411
Meperidine PCA,338269175
Viagra,69419068
Acetaminophen w/Codeine Elixir,51079016120
multi,904053061
Fioricet,143178701
percocet,406051201
Oxycodone,406051262
Oxycodone-Acetaminophen Elixir,406051262
OxycoDONE-Acetaminophen Elixir,406051201
Oxycodone-Acetaminophen Elixir,54465025
VIOKAS,58914011110
Viokase 16,58914011110
aspi,904404073
ASA81,904404073
ASPIRIN,904404073
Captopril,4016201
Sucralfate Enema,63739026110
Chlorambucil,173063535
Colchicine,74007402
colestipol,9045003
Dexamethaso,54817925
gala,555013809
glimepiride,39022110
glycopyrrolate,64980013101
Kytril,93748520
Loraz,51079038620
Methenamine Mandelate,677168201
Methylergonovine Maleate,78005406
Zaroxolyn,51079002420
Mobic,57844091401
Multivitamins ,245009101
OxycoDONE,406055201
Paliperidone ER,50458055110
Orap,57844018701
Risperidone (Disintegrating Tablet),60505258600
Ropinirole HCl,93528401
Ropinirole HCl,7489320
Terbutaline Sulfate,28010561
tol,9454401
Trandolapril,48580501
Ondansetron,173044602
albuterol,85043104
Aspir,63739002401
aspir,51079000522
aspirin,63739002401
asp,63739002401
ASPIR,51079000522
as,63739002401
Lipitor,71015540
atorvastatin,71015740
atorvastatin,71015892
Furosemide,904272561
Sulfameth/Trimethoprim SS,904272561
Bactrim SS,93008801
Sulfameth/Trimet,93008801
Sulfameth/Trimethoprim DS,53746027101
Sulfameth/Trimethoprim,53746027101
Lotensin,83007932
Pletal,66993000860
CILOSTAZOL,66993000860
cinacalcet,55513007330
Losartan,6095128
Pyrimethamine Desensitization,173020155
Dexametha,54818125
Dexamet,54818125
Dexameth,54818125
Diclofenac Sodium,54822225
Digo,173024956
Dimen,904205159
exemestane,9766304
Zetia,66582041428
*NF* Fenofibrate,74612290
Fenofibrate Micronized,74612290
Fenofibrate Micronized,54868459500
Fosinopril Sodium,87060942
Monopril,87120213
Hydralazine HCl,182055589
Isosorb,58177022211
Isosorbide M,58177022211
Isosorbide Mononi,58177022211
Isosorbide,85411001
Isosorbide,58177023811
Isosorbide ,904215461
Isordil Titradose,904215461
synt,74434113
Methadone,54453825
METOCLOPRAMIDE,51079028320
Metoclopramide HCl,904107061
Metoprolo,904777261
Metoprolol,904777261
Metoprolol ,904777261
Singulair,6011728
Morphine ,34051525
Naltrexone HCl,56001170
Nitroglycerin SL,71041724
Nitroglycerin SL,71041813
BENICAR HCT,65597010330
Oxycodone,59011010525
Pantoprazole Sodium,8084199
Lansoprazole Oral Suspension,8084199
Famo,6096328
dil,71000740
phen,71000740
Phenytoin chewtabs,71000740
potas,58177020211
potassium,58177020211
Proprano,51079027720
Sudafed,904505359
rizatriptan,6026706
Maxalt-MLT,6026706
rev,69419068
Viagra,69421030
Zocor,406206890
sotalol,60505008000
Micardis HCT,597003928
Terbutaline Sulfate,28007201
Chlorpromazine,51079013020
Metoprolol,186108839
tri,54485906
TRIAZOLAM,781144213
triazolam,781144213
Sanctura XR,15456098004
Potassium Citrate,178061001
Valsartan,78035834
Campral,456333001
Ace,182844789
albendazole,7550040
AMICAR,66479002182
Amicar,66479002182
Tylenol PM Extra Strength,51079039620
aspirin,904770418
Aspirin ,67014568
BuPRO,591083960
BuPROPio,591083960
Cabergoline,49884067314
Calcitrate,66553000401
Carbamazepine Suspension,83002732
Chloroquine,24008401
Chlorpropamide,51079020220
ChlorproPAMIDE,51079020320
Cimetidine,172717149
Ciprofloxacin,172531110
Ciprofloxacin HCl,26851448
demeclocycline,5927029
DDAVP,75001600
Divalproex ,74621213
Depakote,245018101
diValpro,74621411
Valproic Acid,74621411
Valproic Acid,245018201
Donnatol,66213042510
*NF* Erlotinib,50242006401
Famc,54019813
Fenofibrate Micronized,74401390
fidaxomicin,52015008001
fluconazole,59762501601
Florinef,555099702
Fosamprenavir,49702020718
Glipizide,49155066
*nf*,904775960
Guaifenesin,904775960
ibuprofen,904585361
Keppra,50474059240
LeVETiracetam Oral Solution,68084033701
levo,74662411
Hyoscyamine ,225029515
Mebendazole,93910729
Methocarbamol,51079009120
MetFORMIN,62584025901
Provigil,63459020001
Primidone,66490069110
Nabumetone,49884065001
Nefazodon,172433360
Nelfinavir Mesylate,63010001030
Viracept,63010002770
*NF* Niacin,904227260
Niacin,904420260
Nifedipine,69267041
Pramipexole,597018461
Rythmol SR,53489055201
Quinine Sulfate,64125012101
*NF* Quinine Sulfate,182121301
Quinidine Sulfate,54873525
sevelamer ,58468013001
Renagel,58468002001
Sulindac,591566101
Sulindac,677117401
Theophylline ,50111048303
Theophylline SR,258362501
Thyroid,456046201
Tolazamide,51079029220
Metoprolol ,186109239
Trizivir,173069100
Lidocaine Jelly 2% (Urojet),173069100
Valacyclovir HCl,173093356
Zyflo CR,68734070010
Aripiprazole,21695000230
guai,63824000840
mucin,63824000840
guaifen,63824000840
prevac,300154430
Prevacid,300154430
Omeprazole,300154430
Carn,54482014407
LeVETiracetam Solution,50474059440
Levonorgestrel,51285003893
Mycophenolate ,4026001
Olanza,2445385
Zofran ODT,173056900
ond,62756035664
Ondansetron ODT,62756035664
Quetiapine extended-release,310028039
BuPROPion,173073002
Calcium Citrate,904506260
Tegretol XR,83006230
LaMICtal,173075600
Lithium ,7401020
MetFORMIN,904579461
MetFORMIN XR (Glucophage XR),93721201
Mycophenolate Mofetil (Self Med),378447201
SulfaSALAzine EC,13010201
Sulfazine EC,13010201
Uniphyl,34700480
UNIP,34700480
ValGANCIclov,4003822
ValGANCIclovir (Self Med),4003822
Verapamil,44182512
Glyburide/Metformin (1.25mg-250mg),87607211
Carbidopa-Levodopa,91334201
Raltegravir 400mg tablet,6022761
LaMICtal,173063302
Malarone,173067502
Colestid,9026002
Colestipol,9026002
pilocarpine HCl,65021535
Pilocarpine HCl,65021535
Bacitracin-Polymyxin ,168027338
urea,58980062570
eucerin,54162060002
Pilocarpine 4%,998020315
Triethanolamine Solution,34549006
Levobunolol Hcl 0.25%,11980046925
dorzolamide-timolol,60505056802
Heparin,6362835
Cosopt,6362835
diclofenac sodium,24208045725
gent,61314063305
Gentamicin Sulf. Ophth. Soln,24208058060
Travatan Z,13830304
Pred Forte,61314063705
prednisolone,61314063705
Tropicamide 1 %,998035415
cortisporin,61570003310
Gatifloxacin,54868479700
gatifloxacin,54868479700
Phenyleprhine Ophth Soln 10%,17478020510
Phenylephrine 2.5 %,61314034202
TRAVATAN Z,65026625
Travoprost (Benzalkonium),65026625
atropine,24208075006
Clonidine Patch,597003234
Clonidine TTS 1 Patch,597003212
Estradiol,83232062
Nicoderm CQ,766145010
CombiPatch,78037742
Duragesic,781711455
Lidoderm,63481068706
*NF* Lidocaine Patch 5%,63481068706
Vivelle,78034445
Mesala,32192482
beconase,173038879
Nicotine,766004548
Nicotine Lozenge,766004548
Ergotamine-Caffeine,713016612
Hydromorphone,574722406
Bisacodyl (Rectal),245010450
Nystatin Cream,51672126302
Tol,168000815
Tolnaftate 1% Cream,168000815
Pramoxine-Mineral Oil-Zinc,71307513
Mupirocin Ointment 2%,54569405200
lidoca,168020437
Metronidazole,299382060
Miconazole,59390006717
Pramosone,496071604
Povidone Iodine 10% Ointment,34234003
urea,58980061030
Urea,58980061030
artif,23031204
lidocain,17478071110
Lidocaine Jelly ,17478071110
Mupirocin 2% Cream,29152722
Betamethasone Dipro 0.05% Cream,168005615
LIDOCAI,186035003
Hydrocortisone Acetate Ointment 1%,12547015012
Metronidazole Gel 0.75%-Vaginal,89020025
Triamcinolone 0.1% Ointment,168000480
Botox,23114501
Hepari,409115170
Potassium Chloride,74372301
Albumin ,52769025105
Albumin ,53768002
Calciu,517391025
Calcium gluco,517391025
Ceftriaxone Sodium,4196501
Cocaine 4% Soln,527172874
hydrocor,9001104
Hydrocortisone Na Succinate,74567304
Hepar,17191003500
Hepari,17191003500
Heparin Flush ,17191003500
Heparin Flush CVL  (100 units/ml),641244045
Heparin Flush (5000 Units/mL),63323054011
Humulin 70/30,2871501
Ipratropium ,487980130
Ipratropium Bromide,487980125
Mepivacaine 1%,186041201
Piperacillin-Tazobactam Na,206885416
Cocaine HCl,54315540
Dantrolene Sodium,27505000165
HydrALAZINE,517090125
Metoclopramide Hcl,31670972
sodiu,74662502
sodium b,409662502
sod,74662502
SODIUM BICA,74662502
SODIUM BICAR,74662502
SODIUM BICARB,74662502
Porfimer Sodium,24155001
Triamcinolone Acetonide,3049420
Corticotropin Gel,63004773101
Allopurinol Sodium,59730560101
Cefazolin,15733812
degarelix,55566840101
Doxycycline Hyclate (Bulk),55390011010
LANTUS,88222033
GLARGINE,88222033
HUMALOG INSULIN,2751001
Insulin Lispro (Human),2751001
Lidocaine 2%/Epinephrine,74318201
Methylprednisolone ACETATE,9347503
Pegasys,4035009
Phenytoin (Suspension),641049325
Factor IX Complex,68516320003
Diprivan,54569407300
*NF* Rocuronium,52045016
Norepinephrine Bitartrate,87057007
"Lidocaine 1%/Epinephrine 1:100,000",409317802
Hep B-DPAT-Polio Vaccine,58160084111
Lidocaine,409318101
Donnatol,12539011501
GU,51079032730
Morphine,54023755
morph,54858516
MORPHINE,54858516
Morphine Su,54858516
MULTIVITAMIN LIQUID,50383068304
Nystatin ,50962025160
Nystatin oral ,472500360
NEO*IV*PHENObarbital,121053107
BACTR,55045122403
sulfa,472128416
sulfa,55045122403
bactri,472128416
Sulfa,55045122403
Sulfameth/Trimet,55045122403
Sulfameth/Trimeth,55045122403
Sulfameth/Trimetho,55045122403
Chlorhexidine Gluconate,54569523500
Sodium Citrate,54627050230
Guaifenesin,51079033230
lansopr,300304613
VALP,74568216
valp,68094019361
Valproic,68094019361
Divalproex Sodium,68094019359
valproic acid,74568216
valproic acid (as sodium salt),68094019361
Divalproex Sodium ER,74568216
Valproic acid (Depakene brand),68094019361
Acetami,121065721
Propofol (Generic),54301050
Acetaminophen ,121065721
Carbamazepine Chewable Tabs,66689032350
Chloral Hydrate,54813916
Docu,121054410
Doc,51079033530
Docusa,121054410
dil,54868277600
Phenytoin ,54868277600
FENTANYL,11098003002
LORAZEPAM,24115510
OxycoDONE Concentrate,66591091332
Aminocaproic,61748004416
Fentanyl,10019003867
Potassium Chloride Oral Sol,456066270
NEO*PO*Captopril,781183801
Zemplar,74165801
Risperidone (Disintegrating Tablet),50458059601
Vitamin E,54838000530
Efavirenz Oral Soln,56047492
Emt,61958060201
Octreotide ,55390016010
predn,60432021208
Tobramycin,703940204
valgan,4003909
Testosterone Cypionate,9041701
Humulin-R Insulin (U-500),2850101
Potassium Phosphate,409420101
Alemtuzumab,58468035703
Ciprofloxacin,409477886
Heparin,63323054201
Heparin ,63323054201
NS (Irrigation Bottle),338004804
Methotrexate Sodium,55390014301
hep,74115170
Hepar,74115170
Bupivacaine 0.1%,409116202
D5W,338004938
1,10019003867
Folic ,63323018410
Potassium Phosphate,74407532
Mitomycin,15300120
NEO*IV*Hydralazine,517090125
Prochlorperazine Edisylate,7336344
Bleomycin,55390000501
Bleomycin,15301020
Hepar,63323054031
NEO*IV*Hydrocortisone (10mg/mL),641236541
Mann,74403101
Vinorelbine,173065644
Nitrofurantoin Suspension,59630045016
Octreotide Acetate,78034184
Oxaliplatin,24059010
Pamidronate,703408511
Paclitaxel,15347530
Thiotepa,703430102
Tobramycin,3272510
Aminocaproic Acid,66479002356
Clindamycin Phosphate,74405101
Anzemet,88120632
Fluphenazine,3056902
Iron Dextran,517013410
NEO*PO*AcetaZOLAMIDE (20mg/1ml),38779041004
NEO*IM*Penicillin G Benzathine,61570014610
Hepari,641041025
Leuprolide Acetate,300334601
NEO*IV*Metoclopramide,54856304
Oxycodone-Acetaminophen Elixir,54368663
Neo*PO*Vitamin E TPGS 26.7 Unit/ml,62617051520
Budesonide (Bulk),186198904
Xylocaine,186023503
1,409471332
Propofol (Diprivan),310030022
Albumin 25%,67467064301
Dextran 40 10% in NS,409741903
DopAmine,338100702
Acetic Acid Otic,26431202
Clindamycin 1% Solution,9311602
Desmopressi,75245201
Fleet,132010915
micon,67094915
Benzoyl Peroxide,72690505
Carteolol 1% Ophth Soln,17478071012
charco,574012008
Desmopressin ,75245001
Dexamethasone,54569122400
Dexamethasone Sod Phos Ophth,54569122400
Glycerin,182027124
Kayexalate,54881611
AmLactin,245002322
acet,54569281400
Acetaminophen (Childrens),54569281400
fluocinolone acetonide oil,28105014904
GenTeal,58768078815
Carbamide Peroxide 6.5%,87701089415
